0 info it worked if it ends with ok
1 verbose cli [ 'node', '/usr/local/bin/npm', 'update', '-g', 'bower' ]
2 info using npm@1.2.11
3 info using node@v0.8.20
107 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/package.json
108 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/optimist/package.json
109 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/async/package.json
110 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/clean-css/package.json
111 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/findit/package.json
112 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/jade/package.json
113 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/marked/package.json
114 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/mkdirp/package.json
115 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/optimist/package.json
116 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/uglify-js/package.json
117 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/package.json
118 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/graceful-fs/package.json
119 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/inherits/package.json
120 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/mkdirp/package.json
121 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/rimraf/package.json
122 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/optimist/node_modules/minimist/package.json
123 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/optimist/node_modules/wordwrap/package.json
124 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/pkginfo/package.json
125 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/read/package.json
126 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/revalidator/package.json
127 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/package.json
128 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/package.json
129 verbose read json /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/colors/package.json
130 verbose read json /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/optimist/package.json
131 verbose read json /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/pkginfo/package.json
132 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/aws-sign/package.json
133 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/cookie-jar/package.json
134 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/forever-agent/package.json
135 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/package.json
136 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/package.json
137 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/package.json
138 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/json-stringify-safe/package.json
139 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/node-uuid/package.json
140 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/oauth-sign/package.json
141 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/qs/package.json
142 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/tunnel-agent/package.json
143 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/nopt/node_modules/abbrev/package.json
144 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/package.json
145 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/lodash/package.json
146 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/mime/package.json
147 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/mkdirp/package.json
148 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/package.json
149 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/ycssmin/package.json
150 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/optimist/node_modules/wordwrap/package.json
151 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/package.json
152 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/clean-css/node_modules/optimist/package.json
153 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/jade/node_modules/commander/package.json
154 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/jade/node_modules/mkdirp/package.json
155 verbose url raw bower
156 verbose url resolving [ 'https://registry.npmjs.org/', './bower' ]
157 verbose url resolved https://registry.npmjs.org/bower
158 info trying registry request attempt 1 at 18:50:16
159 verbose etag "QMDH7CM29PFAE8BIBMKX84U9"
160 http GET https://registry.npmjs.org/bower
161 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/optimist/node_modules/wordwrap/package.json
162 verbose from cache /usr/local/lib/node_modules/npm/node_modules/semver/package.json
163 verbose from cache /usr/local/lib/node_modules/npm/node_modules/ini/package.json
164 verbose from cache /usr/local/lib/node_modules/npm/node_modules/slide/package.json
165 verbose from cache /usr/local/lib/node_modules/npm/node_modules/abbrev/package.json
166 verbose from cache /usr/local/lib/node_modules/npm/node_modules/graceful-fs/package.json
167 verbose from cache /usr/local/lib/node_modules/npm/node_modules/minimatch/package.json
168 verbose from cache /usr/local/lib/node_modules/npm/node_modules/nopt/package.json
169 verbose from cache /usr/local/lib/node_modules/npm/node_modules/rimraf/package.json
170 verbose from cache /usr/local/lib/node_modules/npm/node_modules/request/package.json
171 verbose from cache /usr/local/lib/node_modules/npm/node_modules/which/package.json
172 verbose from cache /usr/local/lib/node_modules/npm/node_modules/tar/package.json
173 verbose from cache /usr/local/lib/node_modules/npm/node_modules/fstream/package.json
174 verbose from cache /usr/local/lib/node_modules/npm/node_modules/block-stream/package.json
175 verbose from cache /usr/local/lib/node_modules/npm/node_modules/inherits/package.json
176 verbose from cache /usr/local/lib/node_modules/npm/node_modules/mkdirp/package.json
177 verbose from cache /usr/local/lib/node_modules/npm/node_modules/read/package.json
178 verbose from cache /usr/local/lib/node_modules/npm/node_modules/lru-cache/package.json
179 verbose from cache /usr/local/lib/node_modules/npm/node_modules/node-gyp/package.json
180 verbose from cache /usr/local/lib/node_modules/npm/node_modules/fstream-npm/package.json
181 verbose from cache /usr/local/lib/node_modules/npm/node_modules/uid-number/package.json
182 verbose from cache /usr/local/lib/node_modules/npm/node_modules/archy/package.json
183 verbose from cache /usr/local/lib/node_modules/npm/node_modules/chownr/package.json
184 verbose from cache /usr/local/lib/node_modules/npm/node_modules/npmlog/package.json
185 verbose from cache /usr/local/lib/node_modules/npm/node_modules/ansi/package.json
186 verbose from cache /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/package.json
187 verbose from cache /usr/local/lib/node_modules/npm/node_modules/read-package-json/package.json
188 verbose from cache /usr/local/lib/node_modules/npm/node_modules/read-installed/package.json
189 verbose from cache /usr/local/lib/node_modules/npm/node_modules/glob/package.json
190 verbose from cache /usr/local/lib/node_modules/npm/node_modules/init-package-json/package.json
191 verbose from cache /usr/local/lib/node_modules/npm/node_modules/osenv/package.json
192 verbose from cache /usr/local/lib/node_modules/npm/node_modules/lockfile/package.json
193 verbose from cache /usr/local/lib/node_modules/npm/node_modules/retry/package.json
194 verbose from cache /usr/local/lib/node_modules/npm/node_modules/once/package.json
195 verbose from cache /usr/local/lib/node_modules/npm/node_modules/npmconf/package.json
196 verbose from cache /usr/local/lib/node_modules/npm/node_modules/opener/package.json
197 verbose read json /usr/local/lib/node_modules/npm/node_modules/minimatch/node_modules/sigmund/package.json
198 verbose read json /usr/local/lib/node_modules/npm/node_modules/read/node_modules/mute-stream/package.json
199 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/package.json
200 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/couch-login/package.json
201 verbose read json /usr/local/lib/node_modules/npm/node_modules/init-package-json/node_modules/promzard/package.json
202 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/config-chain/package.json
203 verbose read json /usr/local/lib/node_modules/npm/node_modules/nopt/node_modules/abbrev/package.json
204 verbose read json /usr/local/lib/node_modules/npm/node_modules/rimraf/node_modules/graceful-fs/package.json
205 verbose read json /usr/local/lib/node_modules/npm/node_modules/tar/node_modules/inherits/package.json
206 verbose read json /usr/local/lib/node_modules/npm/node_modules/tar/node_modules/block-stream/package.json
207 verbose read json /usr/local/lib/node_modules/npm/node_modules/tar/node_modules/fstream/package.json
208 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream/node_modules/rimraf/package.json
209 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream/node_modules/mkdirp/package.json
210 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream/node_modules/graceful-fs/package.json
211 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream/node_modules/inherits/package.json
212 verbose read json /usr/local/lib/node_modules/npm/node_modules/block-stream/node_modules/inherits/package.json
213 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/glob/package.json
214 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/graceful-fs/package.json
215 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/fstream/package.json
216 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/minimatch/package.json
217 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/package.json
218 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/nopt/package.json
219 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/npmlog/package.json
220 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/osenv/package.json
221 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/request/package.json
222 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/rimraf/package.json
223 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/semver/package.json
224 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/tar/package.json
225 verbose read json /usr/local/lib/node_modules/npm/node_modules/node-gyp/node_modules/which/package.json
226 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmlog/node_modules/ansi/package.json
227 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-package-json/node_modules/glob/package.json
228 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-package-json/node_modules/lru-cache/package.json
229 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-package-json/node_modules/semver/package.json
230 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-package-json/node_modules/slide/package.json
231 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-package-json/node_modules/npmlog/package.json
232 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-package-json/node_modules/graceful-fs/package.json
233 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-installed/node_modules/semver/package.json
234 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-installed/node_modules/slide/package.json
235 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-installed/node_modules/read-package-json/package.json
236 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-installed/node_modules/graceful-fs/package.json
237 verbose read json /usr/local/lib/node_modules/npm/node_modules/read-installed/node_modules/npmlog/package.json
238 verbose read json /usr/local/lib/node_modules/npm/node_modules/glob/node_modules/minimatch/package.json
239 verbose read json /usr/local/lib/node_modules/npm/node_modules/glob/node_modules/graceful-fs/package.json
240 verbose read json /usr/local/lib/node_modules/npm/node_modules/glob/node_modules/inherits/package.json
241 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/package.json
242 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/underscore/package.json
243 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/rimraf/package.json
244 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/mkdirp/package.json
245 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/graceful-fs/package.json
246 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/inherits/package.json
247 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/optimist/node_modules/wordwrap/package.json
248 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/optimist/node_modules/minimist/package.json
249 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/pkginfo/package.json
250 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/read/package.json
251 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/revalidator/package.json
252 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/package.json
253 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/package.json
254 verbose from cache /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/colors/package.json
255 verbose from cache /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/optimist/package.json
256 verbose from cache /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/pkginfo/package.json
257 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/qs/package.json
258 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/json-stringify-safe/package.json
259 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/forever-agent/package.json
260 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/tunnel-agent/package.json
261 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/package.json
262 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/package.json
263 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/aws-sign/package.json
264 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/oauth-sign/package.json
265 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/cookie-jar/package.json
266 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/node-uuid/package.json
267 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/mime/package.json
268 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/package.json
269 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/nopt/node_modules/abbrev/package.json
270 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/package.json
271 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/lodash/package.json
272 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/optimist/node_modules/wordwrap/package.json
273 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/mime/package.json
274 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/package.json
275 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/mkdirp/package.json
276 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/ycssmin/package.json
277 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/package.json
278 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/clean-css/node_modules/optimist/package.json
279 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/jade/node_modules/commander/package.json
280 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/jade/node_modules/mkdirp/package.json
281 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/commander/package.json
282 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/nan/package.json
283 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/options/package.json
284 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/tinycolor/package.json
285 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/optimist/node_modules/wordwrap/package.json
286 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/async/package.json
287 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/cycle/package.json
288 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/eyes/package.json
289 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/pkginfo/package.json
290 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/request/package.json
291 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/stack-trace/package.json
292 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/async/package.json
293 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/deep-equal/package.json
294 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/i/package.json
295 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/mkdirp/package.json
296 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/ncp/package.json
297 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/rimraf/package.json
298 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/read/node_modules/mute-stream/package.json
299 verbose read json /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/optimist/node_modules/wordwrap/package.json
300 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/asn1/package.json
301 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/assert-plus/package.json
302 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/ctype/package.json
303 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/boom/package.json
304 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/cryptiles/package.json
305 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/hoek/package.json
306 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/sntp/package.json
307 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/async/package.json
308 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/package.json
309 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/graceful-fs/package.json
310 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/inherits/package.json
311 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/package.json
312 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/aws-sign/package.json
313 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/cookie-jar/package.json
314 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/forever-agent/package.json
315 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/package.json
316 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/package.json
317 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/package.json
318 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/json-stringify-safe/package.json
319 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/node-uuid/package.json
320 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/oauth-sign/package.json
321 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/qs/package.json
